,customer_id,name,age,gender,income_level,family_size,distance_to_shop(km),lifestyle,food_preferences,interest,martial_status,vehicle,email,phone
509,510,Cody Edwards,23,male,medium,3,6.08,active,vegan,foodies,unmarried,has_vehicle,maria48@example.net,493.914.6217x66326
510,511,Joshua Smith,25,male,low,4,8.14,sedentary,vegan,foodies,unmarried,has_vehicle,sandrajames@example.com,8848423842
511,512,Jesse Beasley,51,female,high,5,0.4,active,gluten-free,celebratory_cakes,unmarried,has_vehicle,ashleyemily@example.org,283-796-9329x2330
512,513,Lisa Palmer,24,male,low,7,5.13,health_conscious,non-vegetarian,socializing,married,has_vehicle,josewoods@example.org,480-901-4612
513,514,Evelyn Hall,15,female,high,6,0.47,active,gluten-free,celebratory_cakes,unmarried,has_vehicle,sherry19@example.net,225.664.1195
514,515,Sharon Ball,14,female,low,3,8.18,sedentary,vegetarian,celebratory_cakes,married,has_vehicle,tdickson@example.net,+1-647-649-6352x482
515,516,Samuel Smith,30,male,medium,2,0.38,health_conscious,non-vegetarian,celebratory_cakes,married,has_vehicle,thomasflores@example.org,+1-258-926-2255
516,517,Crystal Scott,36,female,high,1,2.33,active,non-vegetarian,foodies,married,has_vehicle,lisamaddox@example.net,7145952821
517,518,Angela Bell,34,female,high,1,0.25,health_conscious,gluten-free,celebratory_cakes,unmarried,has_vehicle,smithandrew@example.com,(682)687-2457
518,519,James Dyer,21,male,medium,5,1.25,active,vegan,foodies,unmarried,has_vehicle,owalker@example.net,536.870.2723
519,520,Vickie Williams DDS,35,female,high,5,3.57,active,gluten-free,celebratory_cakes,unmarried,does_not_have_vehicle,ywagner@example.com,615-992-8808x7613
520,521,Alexander Steele,39,male,low,3,2.74,sedentary,non-vegetarian,foodies,unmarried,does_not_have_vehicle,richardlee@example.net,912.759.0163x78169
521,522,Robert Harris,22,female,medium,6,1.67,sedentary,vegan,gourmet_and_baking_enthusiast,unmarried,has_vehicle,erica24@example.org,824.273.5309
522,523,Ann Romero,34,female,low,0,2.63,sedentary,non-vegetarian,socializing,unmarried,has_vehicle,nelsonrachael@example.net,249-514-2020x712
523,524,Michael Gomez,58,male,medium,8,0.68,sedentary,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,heather74@example.org,+1-940-475-8334x511
524,525,Jennifer Gibson,26,male,medium,4,4.1,health_conscious,vegetarian,health_and_nutrition,unmarried,has_vehicle,diazmichael@example.org,+1-287-778-9848x9170
525,526,Jacqueline Jefferson,12,female,medium,2,5.67,sedentary,vegan,foodies,unmarried,does_not_have_vehicle,jgomez@example.org,001-732-764-0867x454
526,527,Angela Moon,21,male,high,3,3.74,active,non-vegetarian,foodies,unmarried,has_vehicle,ewalters@example.org,426-939-8323
527,528,Amy Stafford,17,male,medium,7,0.62,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,leeanthony@example.com,798.461.7549
528,529,Ann Rodriguez,21,male,medium,8,0.01,active,non-vegetarian,celebratory_cakes,married,has_vehicle,benjamin76@example.org,001-657-511-0347x10686
529,530,Tara Pearson,23,female,medium,2,2.54,sedentary,vegan,foodies,unmarried,has_vehicle,gglenn@example.org,250.835.5621
530,531,Jennifer Crawford,34,female,low,4,0.99,active,vegan,celebratory_cakes,unmarried,has_vehicle,owilson@example.com,5238316583
531,532,Patrick Edwards,31,male,medium,2,7.02,active,gluten-free,socializing,unmarried,has_vehicle,williamsadam@example.org,206-600-3117x468
532,533,Jennifer Hines,38,male,low,4,0.77,active,vegetarian,socializing,married,does_not_have_vehicle,kyle54@example.net,(926)378-4421x307
533,534,Catherine Grant,20,female,low,10,1.17,sedentary,vegetarian,celebratory_cakes,married,has_vehicle,ahurst@example.com,212.577.7594x914
534,535,Walter Walker,25,male,medium,7,1.78,active,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,andrewdavis@example.net,4735966104
535,536,Maria Webb,31,male,medium,4,1.06,sedentary,gluten-free,foodies,married,does_not_have_vehicle,acole@example.org,+1-446-386-7940x28702
536,537,Elizabeth White,20,male,medium,4,0.84,health_conscious,vegetarian,foodies,married,has_vehicle,mlynch@example.com,929.501.9511
537,538,Samantha Small DVM,48,female,medium,4,1.46,health_conscious,vegetarian,celebratory_cakes,unmarried,has_vehicle,ericafreeman@example.org,(276)675-6307
538,539,Andrew Harper,13,male,medium,4,0.03,health_conscious,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,zwarren@example.com,793-561-8381
539,540,John Brooks,34,male,high,3,1.6,active,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,macdonaldolivia@example.org,577-719-4274
540,541,Spencer Smith,46,female,medium,4,8.41,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,xwilliams@example.net,366-626-5036
541,542,Lori Nelson,25,male,low,7,2.01,active,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,twilliams@example.com,4003877157
542,543,Donna Johnson,29,female,high,6,0.06,active,vegetarian,socializing,unmarried,has_vehicle,michael02@example.com,(866)205-5759
543,544,Gary Lang,62,female,medium,3,0.01,sedentary,vegetarian,health_and_nutrition,unmarried,has_vehicle,scottkane@example.org,(299)715-6033
544,545,Mrs. Stephanie Ward,37,male,medium,7,1.26,active,vegetarian,health_and_nutrition,married,has_vehicle,jimmy46@example.org,+1-250-741-3876x258
545,546,Vanessa Rogers,31,male,low,2,11.64,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,mosesanthony@example.net,499.892.9110x96808
546,547,Charles Garcia,21,female,high,4,0.06,sedentary,vegetarian,foodies,married,has_vehicle,shelby97@example.net,001-589-275-6511
547,548,Maria Torres,16,female,high,5,0.07,active,vegetarian,foodies,unmarried,has_vehicle,douglas21@example.net,+1-888-643-7592x9148
548,549,Mary Ford,18,male,high,8,1.02,active,non-vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,patrick96@example.org,+1-790-288-2176
549,550,David Ramirez,34,female,medium,0,0.32,active,non-vegetarian,celebratory_cakes,married,has_vehicle,johnnydavis@example.net,+1-690-829-7871x68221
550,551,Mrs. Laura Cook,39,male,low,2,2.29,active,vegetarian,celebratory_cakes,married,has_vehicle,whernandez@example.net,+1-960-857-5670x8585
551,552,Debra Brennan,29,male,medium,5,2.6,sedentary,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,davidmartinez@example.org,950-491-0696
552,553,James Robinson,20,female,low,6,8.1,active,vegan,celebratory_cakes,unmarried,does_not_have_vehicle,ythomas@example.net,401.271.1522x5713
553,554,Kelly Clark,31,male,medium,6,5.96,sedentary,vegetarian,celebratory_cakes,unmarried,has_vehicle,vfuller@example.com,550.304.7911x461
554,555,Brandy Guerra,29,other,low,2,0.22,active,vegan,health_and_nutrition,unmarried,has_vehicle,wilsondavid@example.net,431-789-6295
555,556,Michael Smith,26,male,medium,9,1.44,sedentary,gluten-free,foodies,unmarried,does_not_have_vehicle,ejordan@example.net,(524)261-1232x636
556,557,Mark Moore,30,female,medium,3,1.75,active,vegan,socializing,married,has_vehicle,urodriguez@example.com,+1-886-629-8486x926
557,558,Megan Henderson,48,female,high,3,0.87,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,kwagner@example.org,001-877-596-9462
558,559,Ann Taylor,22,male,high,8,0.21,active,non-vegetarian,socializing,unmarried,has_vehicle,hduncan@example.com,+1-525-752-5037x63597
559,560,Tammy Barnes,12,male,medium,3,0.75,active,non-vegetarian,celebratory_cakes,married,has_vehicle,osmith@example.net,(815)499-3034x489
560,561,Anthony Castro,36,female,medium,1,4.18,health_conscious,gluten-free,socializing,unmarried,does_not_have_vehicle,iedwards@example.net,406.742.3346
561,562,Corey Gould,45,male,medium,4,0.7,sedentary,gluten-free,health_and_nutrition,unmarried,has_vehicle,melissa70@example.com,(977)823-8927x55073
562,563,Jose Lopez,75,male,medium,6,0.13,active,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,ashley06@example.org,353-591-0877
563,564,Jacqueline Thomas,20,female,low,2,7.1,active,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,joshua05@example.com,001-826-395-4071
564,565,Carlos Love,17,male,low,3,2.45,sedentary,vegetarian,celebratory_cakes,married,has_vehicle,hansonmatthew@example.net,001-234-939-5166x5196
565,566,Jeremy Harris,54,male,high,4,0.88,active,non-vegetarian,celebratory_cakes,married,has_vehicle,mannnicole@example.org,410.637.5815x40284
566,567,Megan Foster,15,female,low,4,1.99,sedentary,vegetarian,celebratory_cakes,unmarried,has_vehicle,jeffhunt@example.com,216.940.2491x831
567,568,Diana Mcmillan,40,female,high,3,0.46,health_conscious,vegetarian,celebratory_cakes,unmarried,has_vehicle,kimjames@example.com,8949068549
568,569,Amanda Thornton,28,male,medium,2,0.45,active,gluten-free,celebratory_cakes,unmarried,does_not_have_vehicle,gpham@example.com,(239)352-2464x243
569,570,Craig Wright,17,male,low,1,0.44,active,vegetarian,socializing,married,has_vehicle,nathan78@example.com,221-524-1969
570,571,Jonathan Brown,29,male,low,3,0.86,sedentary,vegetarian,celebratory_cakes,married,has_vehicle,scott76@example.com,780-269-6867x20374
571,572,Cathy Smith,22,male,medium,1,0.47,active,vegan,celebratory_cakes,unmarried,has_vehicle,tonyawhite@example.net,271.379.1650
572,573,Douglas Herrera,23,male,medium,3,0.2,active,vegan,foodies,married,has_vehicle,nathan03@example.com,5449037174
573,574,Abigail Norman,11,male,medium,3,3.59,active,vegan,foodies,married,does_not_have_vehicle,lguerra@example.org,379-928-8043x254
574,575,Lisa Kennedy,35,male,high,2,1.64,active,vegetarian,health_and_nutrition,unmarried,has_vehicle,williamspamela@example.org,543-466-1822x5606
575,576,Jeremy Gardner,20,male,high,2,2.63,health_conscious,vegetarian,socializing,married,has_vehicle,wadejacob@example.com,(306)631-6312x709
576,577,Brad Duke,28,male,high,2,0.72,sedentary,vegetarian,foodies,unmarried,does_not_have_vehicle,newtondonald@example.org,366-589-0581
577,578,Isabella Harper,35,male,high,6,0.46,health_conscious,vegetarian,gourmet_and_baking_enthusiast,married,has_vehicle,cherylshah@example.net,224.392.7456x635
578,579,Brittany Carter,13,female,medium,6,4.55,sedentary,vegetarian,socializing,married,has_vehicle,rcohen@example.org,267-970-5777x656
579,580,Sheri Gonzalez,41,male,medium,1,2.71,active,vegetarian,foodies,married,has_vehicle,lauren09@example.net,7265843353
580,581,Pamela Hawkins,21,male,low,6,0.87,active,non-vegetarian,health_and_nutrition,unmarried,does_not_have_vehicle,woodwardjeffrey@example.net,001-257-590-3394x7174
581,582,Jillian Nelson DDS,38,other,low,4,1.03,active,non-vegetarian,celebratory_cakes,married,does_not_have_vehicle,lauren44@example.net,(849)471-9950x13497
582,583,Anthony Mcgrath,17,female,low,6,0.75,health_conscious,vegetarian,socializing,unmarried,has_vehicle,mark02@example.org,001-785-299-0491x1598
583,584,Robert Bowen,17,female,high,4,0.6,active,non-vegetarian,socializing,unmarried,has_vehicle,mikenguyen@example.com,214.414.9897x918
584,585,Julie Gonzalez,70,male,medium,5,1.76,active,vegan,celebratory_cakes,unmarried,has_vehicle,ydodson@example.net,5913795900
585,586,Mrs. Elizabeth Morales,25,female,medium,4,1.36,active,non-vegetarian,foodies,married,has_vehicle,kimberly22@example.com,911-908-0677x0524
586,587,Theresa Cooper,53,male,medium,3,1.82,active,non-vegetarian,foodies,unmarried,has_vehicle,loganzachary@example.net,(731)745-3736x60882
587,588,Rodney Wilson,14,male,high,4,0.77,health_conscious,vegan,celebratory_cakes,unmarried,has_vehicle,zachary35@example.com,369.502.6225x4237
588,589,Walter Garcia,27,female,medium,7,1.06,active,gluten-free,celebratory_cakes,unmarried,does_not_have_vehicle,reedsamantha@example.com,350.613.4031x27817
589,590,Paige Lynch,18,female,high,3,0.7,active,vegan,celebratory_cakes,married,does_not_have_vehicle,foxbenjamin@example.net,+1-574-366-3726
590,591,Maria Nguyen,25,male,high,1,0.09,active,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,jmills@example.net,+1-958-792-6480x535
591,592,Martha Mason,33,male,medium,1,1.58,active,vegetarian,socializing,married,does_not_have_vehicle,tstanley@example.org,589-736-2654
592,593,Tiffany Reyes,43,female,low,1,6.66,active,gluten-free,foodies,married,has_vehicle,karagonzales@example.com,8058914882
593,594,Cynthia Kennedy,32,female,high,1,1.04,health_conscious,non-vegetarian,health_and_nutrition,married,does_not_have_vehicle,steeledenise@example.net,(279)504-0693x26922
594,595,Heather Wilson,42,female,low,3,0.58,active,non-vegetarian,socializing,married,has_vehicle,jacob62@example.net,+1-689-335-6709x67332
595,596,Mary Evans,22,male,high,4,2.13,active,gluten-free,celebratory_cakes,unmarried,has_vehicle,keith91@example.com,+1-895-960-9109x269
596,597,Andrew Alexander,18,male,medium,5,1.51,active,non-vegetarian,foodies,unmarried,has_vehicle,nmoran@example.org,593.868.9492
597,598,Christina Wilson,16,male,high,5,1.95,active,vegetarian,celebratory_cakes,married,has_vehicle,shawn75@example.net,(896)501-9313
598,599,Keith Hartman,26,male,low,6,2.17,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,ofitzgerald@example.net,+1-613-842-7276
599,600,Edward Martinez,25,male,low,2,4.0,sedentary,gluten-free,health_and_nutrition,married,has_vehicle,bishopdenise@example.net,706-950-9555x30618
600,601,Barbara Colon,17,female,medium,4,0.59,active,vegan,foodies,unmarried,does_not_have_vehicle,jonathandavis@example.net,750.535.3619x54356
601,602,Jeffrey Gray,31,male,low,6,0.45,active,non-vegetarian,socializing,married,has_vehicle,batesphillip@example.net,001-439-521-2687
602,603,Barbara Martin,26,male,medium,3,1.87,active,non-vegetarian,celebratory_cakes,married,does_not_have_vehicle,robert41@example.org,+1-839-964-9970x70533
603,604,Jeffrey Edwards,20,male,high,1,9.88,health_conscious,non-vegetarian,foodies,married,does_not_have_vehicle,stonedesiree@example.org,592-828-1921x2744
604,605,Susan Rodriguez,38,male,medium,8,9.82,active,vegan,celebratory_cakes,unmarried,has_vehicle,tsmith@example.com,+1-406-264-7284x98095
605,606,Brian Collins,17,male,high,6,2.31,active,non-vegetarian,foodies,married,does_not_have_vehicle,elizabeth86@example.net,001-320-974-7217x642
606,607,Matthew Porter,20,male,low,1,1.96,sedentary,non-vegetarian,socializing,unmarried,has_vehicle,deannabradley@example.com,(656)682-0500x3860
607,608,Jonathan Rivera,35,female,high,2,7.1,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,zchandler@example.com,+1-518-473-5302x97635
608,609,Derrick Vaughn,31,male,medium,5,0.97,active,vegetarian,health_and_nutrition,married,does_not_have_vehicle,catherinecook@example.net,522-397-2758x58972
609,610,Robert Valentine,34,male,medium,2,1.68,active,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,martinezcindy@example.org,797-843-0842x209
610,611,Thomas Davis,35,male,high,5,3.62,active,gluten-free,socializing,unmarried,has_vehicle,campbellelizabeth@example.org,994-998-6425x8553
611,612,Kayla Gonzalez,30,female,high,3,1.55,active,vegan,celebratory_cakes,unmarried,has_vehicle,zharris@example.org,728-699-2478x37937
612,613,Jerome Griffith,32,male,low,4,3.49,active,non-vegetarian,foodies,unmarried,does_not_have_vehicle,lindseywilliams@example.org,952.684.0307
613,614,Derrick Nelson DDS,38,male,medium,3,3.18,active,vegan,socializing,unmarried,has_vehicle,hannalaurie@example.com,(870)464-9720x67560
614,615,Alexander Vaughn,39,female,medium,4,1.13,active,non-vegetarian,foodies,unmarried,has_vehicle,donnakelly@example.org,486.940.9628x8890
615,616,Michael Rogers,39,female,high,4,1.17,active,non-vegetarian,foodies,unmarried,has_vehicle,ahumphrey@example.net,625-654-3272
616,617,Abigail Hill,15,female,medium,5,0.9,sedentary,non-vegetarian,health_and_nutrition,unmarried,does_not_have_vehicle,kyle13@example.com,001-820-491-8812x708
617,618,Jeffrey Cordova,36,female,medium,5,0.9,active,vegan,celebratory_cakes,unmarried,does_not_have_vehicle,nhicks@example.net,(203)531-5200
618,619,Julia Rivera,29,other,high,2,0.67,active,vegan,foodies,married,has_vehicle,shelly97@example.org,4839532991
619,620,Jason Villa,23,female,medium,5,0.61,active,vegan,socializing,unmarried,has_vehicle,morgan45@example.net,9285411526
620,621,Matthew Alvarez,30,female,medium,5,2.27,active,vegetarian,celebratory_cakes,married,has_vehicle,daniel70@example.com,001-738-549-5990x7821
621,622,James Vargas,25,male,high,7,14.84,active,vegetarian,socializing,unmarried,has_vehicle,reevesmichael@example.com,3695416414
622,623,Michael Bullock,38,female,low,6,5.04,active,vegetarian,socializing,unmarried,has_vehicle,margaretwright@example.com,655-876-2119x8431
623,624,Erica Williams,29,female,high,5,2.09,active,non-vegetarian,socializing,unmarried,has_vehicle,arthurmacias@example.org,(813)779-2875x61344
624,625,Jason Kramer,48,male,low,4,0.66,active,vegan,health_and_nutrition,married,has_vehicle,ryantyler@example.com,818.792.5760
625,626,Savannah Henson,32,male,medium,3,1.5,active,vegan,celebratory_cakes,unmarried,has_vehicle,polson@example.com,001-430-383-9304x44216
626,627,Tara Donaldson,17,other,medium,5,5.73,health_conscious,non-vegetarian,foodies,married,has_vehicle,unorman@example.net,(602)817-1074
627,628,Cassidy Gibbs,32,male,medium,2,0.74,active,gluten-free,celebratory_cakes,married,has_vehicle,briana32@example.org,541.549.3116
628,629,Mark Ray DVM,26,male,medium,5,0.09,health_conscious,non-vegetarian,socializing,unmarried,has_vehicle,jeffrey07@example.com,(569)759-7280
629,630,Julie Mclaughlin,17,female,low,5,6.34,sedentary,vegetarian,socializing,unmarried,has_vehicle,simonanne@example.net,527-235-5591x728
630,631,Jackson Montes,22,female,medium,2,0.62,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,dallen@example.org,+1-928-683-6406x97403
631,632,Christopher Hansen,40,male,medium,4,7.82,active,vegan,socializing,married,has_vehicle,daniel24@example.org,(624)834-9705x2353
632,633,Lori Miller,28,female,low,3,3.39,sedentary,vegan,socializing,married,has_vehicle,turnersonya@example.com,(652)271-6591
633,634,Sarah Patterson,27,female,medium,4,0.96,sedentary,vegan,socializing,unmarried,has_vehicle,dawn12@example.com,(364)421-6934x61187
